Unnamed: 0,title,link,post_index,date,have_chaolianjie,have_newmedia,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num
137,一小时写好紧急文字材料，怎么办？,http://mp.weixin.qq.com/s?__biz=MzU1ODgzOTcwMQ==&mid=2247483730&idx=3&sn=f99b85423b191fe0521da58a191d1454&chksm=fc2123a8cb56aabe44bfdfe9869bc25db5426f80b988261a0b6a348512fde5ae2cf6046cb59a#rd,3,2019-5-31,0.0,1.0,1.0,0.0,65.0,0.0,0.0
138,跟习近平学讲好中国故事的五大艺术,http://mp.weixin.qq.com/s?__biz=MzU1ODgzOTcwMQ==&mid=2247483722&idx=1&sn=57a5d7b44370c6129e727eedcd2ce13c&chksm=fc2123b0cb56aaa6a16c9163313d61d5ee1b2ff7dd1bf74b698c4daa5360df1e665a505da2b5#rd,1,2019-5-24,0.0,1.0,1.0,0.0,64.0,0.0,0.0
139,舆情事件来临，领导干部如何正确应对？,http://mp.weixin.qq.com/s?__biz=MzU1ODgzOTcwMQ==&mid=2247483722&idx=2&sn=1bbeae745f61d01eb133eff4ded5a5c7&chksm=fc2123b0cb56aaa6fd64bbd7af754480e46612aa0f89bf6bffb5617e25a31ec0f4683f217682#rd,2,2019-5-24,0.0,1.0,1.0,0.0,99.0,0.0,0.0
140,公文小标题既想提纲挈领，又想非凡精妙？ 秘诀全在这了！,http://mp.weixin.qq.com/s?__biz=MzU1ODgzOTcwMQ==&mid=2247483722&idx=3&sn=fca807b023927e0446274406f8a38db6&chksm=fc2123b0cb56aaa6bebdf77de3502602dbd6ab90862a4cfbbc8feb6a870a2f34191f8726545b#rd,3,2019-5-24,0.0,1.0,1.0,0.0,78.0,0.0,0.0
141,日常工作，与上级领导沟通的“正确姿势”，你get到了吗？,http://mp.weixin.qq.com/s?__biz=MzU1ODgzOTcwMQ==&mid=2247483698&idx=1&sn=db382d6a3fb6509af54542a5f3e4adcd&chksm=fc2123c8cb56aade5efe078ddbabb48e6970954597140dc52b5ab2025befe376373482fbf6d7#rd,1,2019-5-17,0.0,1.0,1.0,0.0,92.0,0.0,0.0
142,领导一遍遍让你改稿，到底该改啥？,http://mp.weixin.qq.com/s?__biz=MzU1ODgzOTcwMQ==&mid=2247483698&idx=2&sn=9753f530aacc3b92c9ae742a96bec824&chksm=fc2123c8cb56aade3bbbd51c62c40d7e482b8c9423a8d6a43b99cc0f43ef29ac915747bffabf#rd,2,2019-5-17,0.0,1.0,1.0,0.0,77.0,0.0,0.0
143,哈哈哈哈，古代买房也疯狂！,http://mp.weixin.qq.com/s?__biz=MzU1ODgzOTcwMQ==&mid=2247483698&idx=3&sn=143634d36849252f6bf851934c249ea8&chksm=fc2123c8cb56aade785d7c21c60b6e4903fb081c0f3c52e6cee7c5710465655c622de8d18ada#rd,3,2019-5-17,0.0,1.0,1.0,0.0,21.0,0.0,0.0
144,大动作！人民论坛VIP这次的上新，可不一般,http://mp.weixin.qq.com/s?__biz=MzU1ODgzOTcwMQ==&mid=2247483686&idx=1&sn=aa4087bcd4d1722ebcf20912b8cf01bc&chksm=fc2123dccb56aaca4e6312c3486f6a62414c41df3cb59e3eb06de6ab4c134ffae82be8acf328#rd,1,2019-5-10,0.0,1.0,1.0,0.0,129.0,1.0,0.0
145,在机关工作，怎么说话才算得体？（实用）,http://mp.weixin.qq.com/s?__biz=MzU1ODgzOTcwMQ==&mid=2247483686&idx=2&sn=107280c8e322cd0f12754a8e1f6a7fdd&chksm=fc2123dccb56aaca67e3ed05f305a7023f40067b842a37f05781665f883ed54c28bdd9b13b82#rd,2,2019-5-10,0.0,1.0,1.0,0.0,80.0,0.0,0.0
146,读史 | 扒一扒！历四朝十帝的官场“不倒翁”,http://mp.weixin.qq.com/s?__biz=MzU1ODgzOTcwMQ==&mid=2247483686&idx=3&sn=c2a3e2f6c03feaf01bbd48506c1d02ed&chksm=fc2123dccb56aacafd5f9534d081c112c0aa72de80c45c8fef2b958eba5514b4d23a33d2ae3e#rd,3,2019-5-10,0.0,1.0,1.0,0.0,59.0,0.0,0.0
147,跟习近平学开场白•上篇,http://mp.weixin.qq.com/s?__biz=MzU1ODgzOTcwMQ==&mid=2247483669&idx=1&sn=ddb6eea89c556d7dbf592538fd2faa08&chksm=fc2123efcb56aaf904245e1b743237f37ae3076ff77b67e2c5ad14712c54cead82d1c89040fc#rd,1,2019-4-12,0.0,1.0,1.0,0.0,143.0,0.0,0.0
148,揭秘！那些机关牛人最不想告诉你的事……,http://mp.weixin.qq.com/s?__biz=MzU1ODgzOTcwMQ==&mid=2247483669&idx=2&sn=d406c71abfeba9688a893de64e0a54ba&chksm=fc2123efcb56aaf9bdfcd6d33486f91c194b61142d859269dcda8aec529885773e0bd1fb644f#rd,2,2019-4-12,0.0,1.0,1.0,0.0,113.0,1.0,0.0
149,听 | 开会发言，发现自己想讲的被别人说完了，怎么办？,http://mp.weixin.qq.com/s?__biz=MzU1ODgzOTcwMQ==&mid=2247483669&idx=3&sn=56911f278694b2cc005e5be10cc78e08&chksm=fc2123efcb56aaf9710bb3f432b9f9dea23b855c0ac6299b763c6b331b44315a88949e3bd037#rd,3,2019-4-12,0.0,1.0,1.0,0.0,97.0,0.0,0.0
